5.40,29.59,1.20,0,00:13:ce:8f:77:43,-61.73,00:13:ce:97:78:79,-77.1,00:13:ce:8f:78:d9,-27.4,00:13:ce:95:de:7e,-74.16,00:13:ce:95:e1:6f,-56.42

4.20,29.59,1.20,0,00:13:ce:95:e1:6f,-52.49,00:13:ce:8f:78:d9,-26.32,00:13:ce:8f:77:43,-65.24,00:13:ce:97:78:79,-79.66,00:13:ce:95:de:7e,-74.36

3.00,29.59,1.20,0,00:13:ce:97:78:79,-75.78,00:13:ce:95:de:7e,-72.92,00:13:ce:8f:77:43,-61.63,00:13:ce:95:e1:6f,-54.06,00:13:ce:8f:78:d9,-27.83

1.80,29.59,1.20,0,00:13:ce:95:e1:6f,-52.31,00:13:ce:95:de:7e,-72.67,00:13:ce:8f:77:43,-61.08,00:13:ce:97:78:79,-82.3,00:13:ce:8f:78:d9,-30.61

5.40,30.59,1.20,0,00:13:ce:95:e1:6f,-55.99,00:13:ce:8f:78:d9,-33.9,00:13:ce:8f:77:43,-67.96,00:13:ce:95:de:7e,-73.13,00:13:ce:97:78:79,-84.0

4.20,30.59,1.20,0,00:13:ce:95:e1:6f,-52.95,00:13:ce:8f:78:d9,-28.13,00:13:ce:8f:77:43,-65.64,00:13:ce:95:de:7e,-71.02,00:13:ce:97:78:79,-75.57

3.00,30.59,1.20,0,00:13:ce:97:78:79,-77.97,00:13:ce:8f:77:43,-63.77,00:13:ce:8f:78:d9,-29.31,00:13:ce:95:e1:6f,-51.42,00:13:ce:95:de:7e,-69.32

1.80,30.59,1.20,0,00:13:ce:95:e1:6f,-52.8,00:13:ce:8f:78:d9,-30.85,00:13:ce:97:78:79,-79.65,00:13:ce:8f:77:43,-62.48,00:13:ce:95:de:7e,-70.59

5.40,31.59,1.20,0,00:13:ce:95:e1:6f,-56.43,00:13:ce:8f:77:43,-63.34,00:13:ce:8f:78:d9,-31.4,00:13:ce:95:de:7e,-72.52,00:13:ce:97:78:79,-75.9

4.20,31.59,1.20,0,00:13:ce:8f:78:d9,-34.9,00:13:ce:95:e1:6f,-57.49,00:13:ce:8f:77:43,-65.18,00:13:ce:97:78:79,-77.47,00:13:ce:95:de:7e,-72.24

3.00,31.59,1.20,0,00:13:ce:8f:77:43,-64.79,00:13:ce:8f:78:d9,-34.66,00:13:ce:95:e1:6f,-57.16

1.80,31.59,1.20,0,00:13:ce:8f:78:d9,-35.67,00:13:ce:8f:77:43,-66.44,00:13:ce:95:e1:6f,-55.33

5.40,26.04,1.20,0,00:13:ce:8f:78:d9,-32.08,00:13:ce:8f:77:43,-62.65,00:13:ce:95:e1:6f,-53.6,00:13:ce:95:de:7e,-69.91,00:13:ce:97:78:79,-80.37

4.20,26.04,1.20,0,00:13:ce:95:de:7e,-67.15,00:13:ce:8f:77:43,-62.64,00:13:ce:97:78:79,-78.77,00:13:ce:8f:78:d9,-31.5,00:13:ce:95:e1:6f,-49.62

3.00,26.04,1.20,0,00:13:ce:95:e1:6f,-48.56,00:13:ce:8f:78:d9,-40.28,00:13:ce:8f:77:43,-61.33,00:13:ce:95:de:7e,-71.59,00:13:ce:97:78:79,-81.88

1.80,26.04,1.20,0,00:13:ce:95:e1:6f,-49.84,00:13:ce:8f:77:43,-61.63,00:13:ce:8f:78:d9,-37.21,00:13:ce:95:de:7e,-70.04,00:13:ce:97:78:79,-79.31

5.40,27.04,1.20,0,00:13:ce:95:de:7e,-74.33,00:13:ce:8f:77:43,-69.35,00:13:ce:8f:78:d9,-35.44,00:13:ce:95:e1:6f,-53.75,00:13:ce:97:78:79,-78.99

4.20,27.04,1.20,0,00:13:ce:95:e1:6f,-53.19,00:13:ce:8f:77:43,-65.73,00:13:ce:8f:78:d9,-34.16,00:13:ce:95:de:7e,-70.0,00:13:ce:97:78:79,-74.54

3.00,27.04,1.20,0,00:13:ce:97:78:79,-80.16,00:13:ce:95:e1:6f,-48.35,00:13:ce:8f:78:d9,-34.91,00:13:ce:8f:77:43,-59.73,00:13:ce:95:de:7e,-68.95

1.80,27.04,1.20,0,00:13:ce:95:e1:6f,-49.09,00:13:ce:95:de:7e,-68.32,00:13:ce:8f:78:d9,-35.91,00:13:ce:8f:77:43,-62.52,00:13:ce:97:78:79,-79.7

5.40,28.04,1.20,0,00:13:ce:95:de:7e,-68.06,00:13:ce:97:78:79,-79.54,00:13:ce:95:e1:6f,-50.4,00:13:ce:8f:78:d9,-26.78,00:13:ce:8f:77:43,-65.08

4.20,28.04,1.20,0,00:13:ce:8f:77:43,-65.58,00:13:ce:95:e1:6f,-53.89,00:13:ce:8f:78:d9,-37.63,00:13:ce:95:de:7e,-77.27

3.00,28.04,1.20,0,00:13:ce:8f:78:d9,-35.43,00:13:ce:95:e1:6f,-51.97,00:13:ce:8f:77:43,-56.59,00:13:ce:95:de:7e,-71.39,00:13:ce:97:78:79,-81.95

1.80,28.04,1.20,0,00:13:ce:95:de:7e,-69.72,00:13:ce:8f:77:43,-61.98,00:13:ce:95:e1:6f,-53.4,00:13:ce:8f:78:d9,-37.64,00:13:ce:97:78:79,-82.78

5.40,22.43,1.20,0,00:13:ce:97:78:79,-65.03,00:13:ce:95:de:7e,-66.94,00:13:ce:8f:78:d9,-39.52,00:13:ce:95:e1:6f,-49.82,00:13:ce:8f:77:43,-57.8

4.20,22.43,1.20,0,00:13:ce:8f:78:d9,-38.66,00:13:ce:8f:77:43,-59.46,00:13:ce:97:78:79,-72.97,00:13:ce:95:e1:6f,-51.72,00:13:ce:95:de:7e,-70.2

3.00,22.43,1.20,0,00:13:ce:97:78:79,-75.16,00:13:ce:8f:77:43,-61.22,00:13:ce:95:e1:6f,-53.41,00:13:ce:8f:78:d9,-38.24,00:13:ce:95:de:7e,-68.58

1.80,22.43,1.20,0,00:13:ce:97:78:79,-77.98,00:13:ce:95:e1:6f,-52.03,00:13:ce:8f:77:43,-54.39,00:13:ce:8f:78:d9,-40.95,00:13:ce:95:de:7e,-66.37

5.40,23.43,1.20,0,00:13:ce:8f:78:d9,-36.04,00:13:ce:95:e1:6f,-55.31,00:13:ce:8f:77:43,-58.42,00:13:ce:95:de:7e,-67.26

4.20,23.43,1.20,0,00:13:ce:95:e1:6f,-52.51,00:13:ce:8f:78:d9,-39.05,00:13:ce:8f:77:43,-60.8,00:13:ce:95:de:7e,-65.44,00:13:ce:97:78:79,-79.01

3.00,23.43,1.20,0,00:13:ce:95:e1:6f,-50.93,00:13:ce:95:de:7e,-65.96,00:13:ce:8f:78:d9,-38.38,00:13:ce:8f:77:43,-59.63,00:13:ce:97:78:79,-74.07

1.80,23.43,1.20,0,00:13:ce:95:e1:6f,-54.6,00:13:ce:8f:78:d9,-41.84,00:13:ce:8f:77:43,-60.47,00:13:ce:95:de:7e,-66.88,00:13:ce:97:78:79,-78.87

5.40,24.43,1.20,0,00:13:ce:97:78:79,-79.83,00:13:ce:95:e1:6f,-57.62,00:13:ce:8f:78:d9,-35.25,00:13:ce:8f:77:43,-58.03,00:13:ce:95:de:7e,-65.96

4.20,24.43,1.20,0,00:13:ce:97:78:79,-80.99,00:13:ce:8f:77:43,-60.25,00:13:ce:95:e1:6f,-54.96,00:13:ce:95:de:7e,-67.79,00:13:ce:8f:78:d9,-38.8

3.00,24.43,1.20,0,00:13:ce:95:e1:6f,-52.89,00:13:ce:8f:77:43,-60.94,00:13:ce:95:de:7e,-67.02,00:13:ce:8f:78:d9,-39.01,00:13:ce:97:78:79,-77.12

1.80,24.43,1.20,0,00:13:ce:95:e1:6f,-51.98,00:13:ce:8f:77:43,-58.82,00:13:ce:95:de:7e,-68.62,00:13:ce:8f:78:d9,-38.68,00:13:ce:97:78:79,-79.56

5.40,19.50,1.20,0,00:13:ce:8f:78:d9,-43.72,00:13:ce:95:e1:6f,-62.57,00:13:ce:95:de:7e,-61.89,00:13:ce:8f:77:43,-75.07,00:13:ce:97:78:79,-74.08

4.20,19.50,1.20,0,00:13:ce:8f:78:d9,-47.15,00:13:ce:95:e1:6f,-57.88,00:13:ce:8f:77:43,-70.94,00:13:ce:95:de:7e,-64.09,00:13:ce:97:78:79,-70.94

3.00,19.50,1.20,0,00:13:ce:8f:78:d9,-45.23,00:13:ce:8f:77:43,-69.01,00:13:ce:95:de:7e,-61.91,00:13:ce:95:e1:6f,-57.98,00:13:ce:97:78:79,-74.69

1.80,19.50,1.20,0,00:13:ce:8f:77:43,-67.66,00:13:ce:8f:78:d9,-42.46,00:13:ce:95:de:7e,-58.74,00:13:ce:95:e1:6f,-53.82,00:13:ce:97:78:79,-76.56

